loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
7000,7000,6953.55, 36 months,0.1218,233.1,B,B4,Basilico Ristorante,4 years,RENT,30000,Not Verified,9-Dec,Charged Off,  Borrower added on 12/28/09 > I am planning to use this loan to consolidate high interest credit card debt that i aquired during college.  I am young and am trying to get myself out of debt.  The terms and payment amont for this loan are absolutly manageable for me and I may even be able to pay it back sooner.  I have a stable job and a strong desire to be out of debt as soon as possible.<br/>,debt_consolidation,jen,985xx,WA,19.36,0,4-Mar,1,,,11,0,6601,58.20%,15,1668.72,1661.8,995.51,400.51,0,272.7,2.79,10-Jul,233.1,19-Mar
5000,5000,4925, 36 months,0.16,175.79,D,D5,shoe carnival,10+ years,RENT,51200,Not Verified,9-Dec,Charged Off,  Borrower added on 12/26/09 > Growing sports retail business needs additional income to supplant the big boys!!<br/>,other,next sports king,300xx,GA,8.88,0,2-Nov,0,74,,5,0,1793,99.60%,9,1761.16,1734.78,1016.08,543.28,14.9257637,186.88,1.96,10-Oct,175.79,16-Oct
2500,2500,2475, 36 months,0.1357,84.93,C,C3,Newark Emergency Services for Families,2 years,RENT,40000,Not Verified,9-Dec,Charged Off,"  Borrower added on 12/25/09 > As with my first loan, I would like to consildate my credit card debt into one, or rather two, monthly payments. This will allow me to experience less stress and anxiety of keeping track of several different bills on a monthly basis. Lending Club has been the greatest thing!<br/>",debt_consolidation,Consolidation2,070xx,NJ,7.89,0,Oct-86,2,29,,7,0,1243,17.80%,7,2477.11,2452.43,1808.93,623,0,45.18,0.65,12-Oct,168.16,17-Oct
4000,4000,3950, 36 months,0.1287,134.54,C,C1,Tupper Lake Central School District,2 years,RENT,18000,Not Verified,9-Dec,Charged Off, ,other,School help,129xx,NY,7,0,6-Nov,1,,,4,0,48,4.80%,9,3769.95,3722.9,2732.29,859.94,104.7788261,72.94,1.12,12-Jul,200.8,16-Oct
10000,10000,9875, 36 months,0.0859,316.11,A,A4,ADT Security Services,10+ years,MORTGAGE,150000,Not Verified,9-Dec,Charged Off,,debt_consolidation,ocsse,347xx,FL,15.75,0,Oct-96,1,,,10,0,42160,59.40%,35,6435.76,6355.32,3856.1,884.05,0,1695.61,279.0616,11-Apr,316.11,17-Feb
2500,2500,2500, 36 months,0.2086,94.02,G,G4,JE merritts /Jacobs,4 years,MORTGAGE,45600,Not Verified,9-Dec,Charged Off,,house,singlemom loan,775xx,TX,0.53,0,4-Jun,3,,,3,0,2106,91.60%,3,2672.6,2672.6,1803.31,828.69,0,40.6,0.6,12-May,94.02,17-Aug
13000,13000,12975, 36 months,0.1357,441.6,C,C3,Mas Sake,4 years,RENT,36000,Not Verified,9-Dec,Charged Off,"  Borrower added on 12/19/09 > This loan would be used for credit card debt only. I am not getting anywhere making minimum payments every month because of credit card rates. I have been on my own my entire life with zero help from family and I have slowly accumulated debt. My life is very stable now with my job and low rent so I am in a place where I do not have to use credit anymore. I just need to pay it off. I have always paid payments on time my entire life. I am a very honest and trustworthy person who needs to eliminate all debt so I can buy a house in 3 years and I hope Lending Club is the answer. A good friend told me about the club and how it works. I think it's an amazing thing that can help good, normal people like myself get back their financial independence.<br/>",debt_consolidation,Brandy's plan to end this decade right!,941xx,CA,22.53,0,Dec-98,0,,,5,0,17524,82.90%,13,10156.8,10137.42,7665.36,2491.16,0,0.28,0,12-Jan,31.74,19-Mar
6500,6500,6466.05, 36 months,0.1426,222.99,C,C5,fiddlers llc,< 1 year,MORTGAGE,25200,Not Verified,10-Jan,Charged Off,"  Borrower added on 12/19/09 > i plan to use the funds to do a little home improvement, which will raise the value. i have quite a bit of equity in my home . i have lived there 7 years and have never been late or missed apayment. i have never missed apayment on any loan, thus making me a great borrower<br/> Borrower added on 12/23/09 > $4275.00 will be enough to complete my project<br/>",home_improvement,wishes do come true,401xx,KY,16.38,0,Jan-99,3,,23,5,1,1562,57.90%,10,5720.6,5698.16,4192.81,1357.7,29.88756349,140.2,23.553,12-Feb,222.99,16-Oct
15000,15000,14925, 36 months,0.167,532.53,E,E2,,< 1 year,RENT,60225,Not Verified,9-Dec,Charged Off,"  Borrower added on 12/19/09 > The funds will be used to establish a Yahoo! Premium Ad service account for my affiliate marketing business. <br/><br/>Yahoo's requirements are for a commitment of $5000 monthly for at least 3 months. In return they provide a dedicated account manager, allow you to place ads in the whole network and most importantly offer the option to use their banner inventory on a per lead pricing. <br/><br/>The loan will help me scale up my affiliate marketing efforts and get to the next level so to speak. Currently I use mostly Google's ad network and on average make about $125 net profit from about $16 spent.<br/><br/>As far as risk is concerned since the ads are running on per-lead basis and due to my commitment with them, Yahoo! bears the initial risk until the system's behavioral targeting learns which places are generating signups to my offers and adjusts based on behavioral and demographic information. That should take from a week to two weeks.<br/><br/>The reason I'm requesting the loan is to be able to scale up and also leverage the rest of my budget with another major ad network that has similar offer but requires less upfront commitment.<br/><br/>If I get my Lending Club loan, I expect to either pay it in full within 90 days or take it out of Yahoo! should they or me are ultimately unsatisfied with the ROI and take it to another advertising network with which I'm currently negotiating.<br/><br/>Any questions, please feel free to inquire I'd be happy to explain further how the process works<br/><br/>Thank You for your consideration<br/> Borrower added on 12/19/09 > My only expenses:<br/><br/>-no car<br/>-$100+ minimum payment for the one credit card I use<br/>-no rent <br/>-$48 cable bill<br/>-half of $85 cell phone bill<br/>-groceries<br/>-have no other debts besides 1 credit card<br/>",small_business,Startup Working Capital,984xx,WA,2.11,0,6-Jul,1,,,7,0,4949,0%,8,17158.12,17072.82,12925.29,4115.29,0,117.54,2.73,12-Oct,48.64,16-Oct
3500,3500,3468.814809, 36 months,0.0859,110.64,A,A4,,< 1 year,OWN,40800,Not Verified,9-Dec,Charged Off,,home_improvement,my personal loan,109xx,NY,8.56,0,Jan-70,0,38,,4,0,194,2.90%,14,3666.12,3630.94,3171.03,478.78,14.98457156,1.33,0,12-Oct,110.64,11-Sep
1500,1500,1475, 36 months,0.1148,49.46,B,B2,management center group,< 1 year,RENT,18000,Not Verified,9-Dec,Charged Off, ,other,Personal Loan,923xx,CA,7.07,0,3-Nov,1,,,3,0,2217,34.10%,4,211.1,207.59,106.02,41.94,0,63.14,0.61,10-Apr,49.46,16-Oct
13750,13750,11995.95241, 36 months,0.1322,464.76,C,C2,National Peo LLC dba My Big Fat Greek,2 years,MORTGAGE,42000,Not Verified,9-Dec,Charged Off,  Borrower added on 12/17/09 > The funds will primarily be used as a consolidation of 2 high interest credit cards that have been killing our budget.<br/> Borrower added on 12/17/09 > I'm a good borrower as my credit score indicates. I am not the type of person to be late to work let alone on any of my bills.<br/>My job security is excellent and there are no worries in that department.<br/>,debt_consolidation,Consolidation for the future,856xx,AZ,24.03,0,Jan-94,0,,,7,0,26418,85%,31,8500.92,8383.48,6051.62,2248.4,0,200.9,70.65,11-Aug,201,19-Mar
6200,6200,6175, 36 months,0.1114,203.39,B,B1,,< 1 year,OWN,24000,Not Verified,10-Jan,Charged Off,  Borrower added on 12/17/09 > I would like to consolidate my current debt and add a new home improvements to my kitchen.<br/>,debt_consolidation,Debt Consolidation,785xx,TX,8.9,0,Sep-97,1,,,9,0,6143,56.40%,16,4356.12,4338.59,3363.55,859.17,14.99537674,118.4,1.46,11-Sep,230,16-Oct
15250,15250,13992.53, 36 months,0.167,541.4,E,E2,NOT MANAGEMENT,5 years,RENT,28080,Not Verified,9-Dec,Charged Off,"  591967 added on 12/16/09 > THIS LOAN IS FOR A FRANCHISED SANDWICH SHOP IN THE MOST BUSIEST CITY IN THE WORLD,NEW YORK CITY.BUSINESS HAS ALREADY BEEN ESTABLISHED FOR YEARS.ALL I HAVE TO DO IS TO PUT MY 6 YEARS OF FOOD MANAGEMENT EXPERIENCE IN THIS BUSINESS AND MAKE TH SALES GO UP.VERY GOOOD OPPURTUNITY FOR LENDERS TO MAKE MONEY OUT OF IT.<br/>",small_business,GOOD OPPURTUNITY FOR LENDER.,103xx,NY,13.16,0,6-Nov,2,,,9,0,29,0.30%,13,17820.6,16528.42,5035.39,2522.09,0,10263.12,3590.6795,11-Mar,541.4,19-Mar
10500,10500,10465.07017, 36 months,0.1183,347.91,B,B3,Whittier Union High School District,< 1 year,MORTGAGE,79000,Not Verified,10-Jan,Charged Off,"  591961 added on 12/16/09 > Will be used to landscape backyard. We are looking to sell our house in the next 2 years. Loan will be paid in full upon selling of house.<br/> Borrower added on 12/17/09 > For some reason, I marked that I have held my current job for only one year. In actuallity, I have been with the same school district for more than 13 years.<br/>",home_improvement,Home Imprv. Loan,906xx,CA,4.57,0,Sep-95,0,,,3,0,258,0.70%,6,10899.3,10860.42,8796.22,1988.52,17.37853117,97.18,1.71,12-Sep,27.39,16-Oct
10000,10000,9963.880865, 36 months,0.1357,339.69,C,C3,JD Power and Associates,4 years,RENT,47500,Not Verified,9-Dec,Charged Off,"  591708 added on 12/16/09 > Loan to be used to consolidate high interest credit card debt and help with outstanding medical bills.<br/> Borrower added on 12/18/09 > Medical bills are out of pocket charges not covered by my insurance for a recent ER visit and for wisdom teeth extraction surgery.<br/> Borrower added on 12/18/09 > My job is very stable, I have been with the company for over 4 years and I have recently been tabbed to lead a new research project with projected revenue of 500K. I will also, hopefully, receive a promotion in February and increase in salary. <br/><br/>Credit cards include APR's of 17.9, 29.9, 29.9, and 25.9. Consolidation loan will significantly reduce monthly payment and the fixed 13.57% will help tremendously.<br/>",debt_consolidation,Personal Loan,900xx,CA,21.3,0,Dec-94,0,69,,9,0,8751,75.50%,14,10645.23,10603.6,8325.35,2168.52,31.88506453,119.47,1.77,12-Aug,339.69,16-Oct
1500,1500,1500, 36 months,0.1392,51.21,C,C4,verizon wireless,3 years,MORTGAGE,54000,Not Verified,9-Dec,Charged Off,  567139 added on 12/15/09 > Great invesment! Need some financial help while I start my real estate career. Good credit history will not let you down.<br/>,debt_consolidation,Invesment Guaranteed!,871xx,NM,20.7,0,3-May,1,,,9,0,1449,90.60%,16,475.09,475.09,244.15,113.79,29.95830838,87.19,18.3116,10-Aug,51.21,16-Oct
20000,20000,19963.27304, 36 months,0.16,703.15,D,D5,Unversity of Alabama,2 years,RENT,52000,Not Verified,9-Dec,Charged Off,  565891 added on 12/15/09 > Family emergency<br/>,other,faith,354xx,AL,0.6,0,2-Sep,0,,,3,0,1742,7.90%,22,23201.57,23156.67,18948.96,4193.72,0,58.89,10.3716,12-Feb,45.36,16-Oct
5000,5000,4972.921871, 36 months,0.1947,184.49,F,F5,,< 1 year,OWN,30288.24,Not Verified,9-Dec,Charged Off,"  591158 added on 12/14/09 > This loan will be used to buy inventory for the business I am a part owner in. I own my car and house free and clear.<br/> 591158 added on 12/15/09 > Also I only have about 2000 dollars in credit card debt.<br/> 591158 added on 12/15/09 > All of the income I have reported here is guarantee for life. I have not report income from the business on lending club. With that I make even more. I have a net worth of over 200,000 dollars.<br/>",small_business,Inventory Loan,786xx,TX,2.5,2,Oct-96,2,12,,2,0,2077,64.90%,8,2944.22,2925.84,1734.49,1029.4,29.96657628,150.36,1.64,11-Apr,184.49,16-Oct
2400,2400,2398.882368, 36 months,0.1426,82.34,C,C5,Carlas Pasta,< 1 year,RENT,28800,Not Verified,9-Dec,Charged Off,,debt_consolidation,hunter & gizmo,064xx,CT,19.13,0,Aug-95,0,35,104,7,1,2041,70.40%,14,2247.63,2245.93,1696.63,520.34,0,30.66,0.44,12-Apr,82.34,16-Oct
3600,3600,3598.891956, 36 months,0.1496,124.73,D,D2,Caremark,< 1 year,RENT,24000,Not Verified,9-Dec,Charged Off,"  589722 added on 12/14/09 > I had major expenses come up that I need to take care of. I always pay my bills on time so I know I will not have any problems paying this bills on time.<br/> 589722 added on 12/15/09 > It might show that I've only been at my job for a short period of time but I just moved to the location I'm presently at right now. As you all know we all have major expenses that comes up in life and this is one of my major expenses. Thank you<br/> 589722 added on 12/15/09 > My job is stable just in case anyone is wondering. As you can see it shows that I've only been at my present job for 10 months now and that's because I just moved to the location i'm presently at. We all have major things that comes up in life and I can say this is one of those situation. Thank you for your help.<br/> 589722 added on 12/15/09 > **TheraCom, A CVS Caremark Company from feb<br/> 09-Present 09<br/><br/>**Federal Emergency Management Agency (FEMA) Sept 08-nov08 Customer Service<br/><br/>**Graduate School- took a break<br/><br/>**AON   June 2006-November 2007 Customer Service<br/>",other,loan,210xx,MD,4.75,1,3-Aug,0,16,,11,0,2188,91.20%,19,2730.6,2728.88,1088.26,672.12,0,970.22,168.6202,11-Jul,151.93,18-Aug
5000,5000,5000, 36 months,0.1461,172.38,D,D1,wells fargo,4 years,OWN,33000,Verified,9-Dec,Charged Off,  589168 added on 12/14/09 > help lower payments<br/>,debt_consolidation,lower payments,956xx,CA,18.62,0,1-Aug,1,43,,5,0,5134,77.80%,9,4400.7,4400.7,1818.07,763.07,14.97123082,1804.59,631.57,11-Apr,359.76,19-Mar
1600,1600,1600, 36 months,0.1357,54.35,C,C3,Payless,2 years,OWN,12360,Not Verified,9-Dec,Charged Off, ,other,Personal Loan,442xx,OH,21.46,0,5-Dec,3,,,2,0,0,0%,3,296.26,296.26,142.85,87.42,0,65.99,0.66,10-Jun,122,16-Oct
14000,14000,13925, 36 months,0.1357,475.56,C,C3,,< 1 year,MORTGAGE,115000,Not Verified,9-Dec,Charged Off,  590742 added on 12/14/09 > I currently pay over 1000 a month to my credit cards and have never missed a payment.  This will be less than I currently pay.<br/> 590742 added on 12/14/09 > I am a real estate agent with RE/Max.  I have been a realtor for 5 years.  I have made more than I have listed on average all 5 years.<br/>,debt_consolidation,Pay off High Credit Card Balances,540xx,WI,15.43,0,Aug-98,0,,,13,0,27016,81.90%,23,5339.02,5310.57,2289.47,1179.12,0,1870.43,369.948,10-Nov,151.76,16-Oct
15000,15000,15000, 36 months,0.1774,540.32,E,E5,VERIZON TELECOM,< 1 year,MORTGAGE,89000,Verified,9-Dec,Charged Off,"  590628 added on 12/14/09 > Busy pub and restaurant (only one in town) needs quick capital. Heavy start up fees ate up our working capital. Need $ before end of year for relicencing fees, etc.<br/> 590628 added on 12/16/09 > LENGTH OF EMPLOYMENT AT VZ SHOULD READ 11YRS. BEING CORRECTED BY LENDINGCLUB.COM.<br/>",small_business,BUSY Pub & Restaurant,010xx,MA,7.15,1,Nov-97,0,7,,4,0,692,11.50%,19,11150.59,11150.59,7347.78,3453.42,0,349.39,4.05,11-Sep,540.32,16-Oct
10000,10000,9900, 36 months,0.1218,333,B,B4,Whole Foods,10+ years,RENT,30000,Not Verified,9-Dec,Charged Off, ,other,The Music Aquarium,070xx,NJ,24.56,0,3-Apr,3,,,12,0,27735,41.60%,16,1998,1978.05,1422.77,572.41,0,2.82,0,10-Jul,333,17-Apr
5100,5100,5050, 36 months,0.1322,172.39,C,C2,Community Action Partnership of San Bernardino County,4 years,MORTGAGE,70000,Not Verified,9-Dec,Charged Off,  590203 added on 12/12/09 > I assure lenders I have the ability and willingness to make all monthly payments on time. I plan to use the loan for home Improvement. My monthly income is $5500+  I have five years on the job. The company I work for is very stable.  Thanks Again<br/>,home_improvement,Sure Deal,924xx,CA,9.14,0,Oct-99,3,,,5,0,1999,54%,8,4605.72,4560.78,3314.62,1009.87,29.9651952,251.26,45.1746,12-Mar,364.68,16-Oct
5000,5000,4900, 36 months,0.1322,169.01,C,C2,cablevision,2 years,RENT,50000,Not Verified,9-Dec,Charged Off,  589891 added on 12/11/09 > I plan to use the money to pay off debts.<br/>I am a good employer and I have a good work ethic.<br/>I will have no problems with taking care of this monthly payment.<br/>,debt_consolidation,Personal,336xx,FL,3.26,0,5-Nov,1,,,7,0,3062,33.30%,10,1231.26,1206.61,705.36,317.02,15,193.88,1.99,10-Jun,350,16-Oct
12500,12500,12275, 36 months,0.0894,397.15,A,A5,jasmar enterprises inc ,5 years,MORTGAGE,180952,Not Verified,9-Dec,Charged Off,  587429 added on 12/11/09 > working with my contractors to remodel my home....in process of upgrading my bathrooms also im looking to add tile to my entire home.....taking out this loan will allow me to finish up what my wife and i had started....<br/>,home_improvement,home improvement,330xx,FL,4.26,0,Dec-95,2,,,12,0,31141,0.40%,28,3244.61,3186.13,2170.64,602.06,0,471.91,4.87,10-Jul,397.15,16-Oct
16000,16000,15397.92192, 36 months,0.1947,590.35,F,F5,Lewis Operating Corp.,2 years,RENT,64575,Not Verified,9-Dec,Charged Off,  589564 added on 12/11/09 > I plan to use this loan to consolidate some credit card debt and to loan some of it to a family member who's in a tough situation right now. I have solid employment as a financial analyst - a position I've held for over 2 years - and manage my personal expenses very well. Please consider funding my loan request. Thanks<br/>,other,2010,928xx,CA,19.36,0,Jul-99,3,37,,5,0,9605,86.50%,17,5966.4,5738.74,1897.62,3153.95,29.50480372,885.32,310.651,11-Mar,250.34,19-Mar
18000,18000,17825, 36 months,0.1218,599.4,B,B4,JPMorgan Chase,3 years,RENT,65000,Verified,9-Dec,Charged Off,,major_purchase,Wedding,018xx,MA,13.9,0,Aug-99,0,78,,9,0,6683,55.70%,23,6607.68,6543.44,4356.69,1629.01,0,621.98,6.55,10-Oct,599.4,16-Oct
10000,10000,9900, 36 months,0.1322,338.01,C,C2,,< 1 year,RENT,95000,Not Verified,9-Dec,Charged Off, ,debt_consolidation,"Consolidate,etc",945xx,CA,8.29,0,Mar-98,0,,,6,0,14822,76.40%,8,1352.04,1338.54,925.19,424.93,0,1.92,0,10-Apr,338.01,19-Mar
9000,9000,8948.88068, 36 months,0.1461,310.28,D,D1,"Jane Doe, Inc",2 years,RENT,30000,Not Verified,9-Dec,Charged Off,"  588519 added on 12/09/09 > I am interested in investing in property. I already have a major investor, but I am responsible for bringing some of my own money to the table.<br/>",major_purchase,Property Investment,023xx,MA,15.44,0,Nov-99,0,73,,11,0,3971,58.40%,39,9638.65,9583.52,5793.68,2256.71,15.48950529,1572.77,507.1898,12-Aug,310.28,16-Oct
6500,6500,6475, 36 months,0.1496,225.2,D,D2,Halliburton Energy Services,1 year,RENT,60000,Not Verified,9-Dec,Charged Off,"  588339 added on 12/09/09 > This loan will be used to finance a down payment on my first home. I will pay it off with the $8,000 tax credit that I will receive early next year. I have a great, stable job with a well known fortune 500 company. Thank You!<br/>",house,The American Dream,800xx,CO,1.08,3,6-Aug,3,10,,4,0,0,0%,11,7644.86,7615.5,2014.88,903.75,0,4726.23,835.6317,11-Jan,225.2,19-Mar
6500,6500,6450, 36 months,0.1565,227.41,D,D4,Weston Graphics,4 years,RENT,36000,Not Verified,9-Dec,Charged Off,"  585793 added on 12/08/09 > I plan to use this loan to pay off three very high interested credit cards all with semi-high balances. <br/><br/>Seems because of the interest rates, the almost minimum payments and life uncertanties that keep me from finally paying them off.<br/><br/>I calculate that i'll be not only saving money every month but my credit is only bound to improve.<br/><br/>I consider myself trustyworthy individual with a stable career.<br/><br/>for your consideration... Thank you!<br/>",debt_consolidation,Credit Card Debt Consolidation,913xx,CA,14.97,0,Mar-98,1,30,,6,0,4357,92.70%,13,1837.65,1823.55,1035.86,552.3,0,249.49,2.57,10-Jul,227.41,19-Mar
5000,5000,4925, 36 months,0.1496,173.23,D,D2,jimmy stack,< 1 year,OWN,14400,Not Verified,9-Dec,Charged Off,  587628 added on 12/08/09 > ALSO  I need to refinance credit card debt accumulated by legal fees over a custody battle thats just ended after two long years.<br/> 587628 added on 12/10/09 > Starting a lawn and construction business. I need money to buy everything (tools ect.) that I need to do this on my own<br/>,other,Business starter,852xx,AZ,11,0,6-Jul,0,,,3,0,2367,56.40%,4,393.24,387.35,110.58,62.14,0,220.52,2.12,10-Jan,173.23,16-Oct
14000,14000,13265.96502, 36 months,0.1392,477.92,C,C4,The Okonite Cable Company,1 year,RENT,54000,Not Verified,9-Dec,Charged Off,,debt_consolidation,Consolidation Loan,074xx,NJ,15,0,May-99,0,57,,7,0,18270,52.70%,31,15716.06,14853.13,13645.91,2034.5,23.87341029,11.78,0,11-Nov,979.74,19-Mar
5000,5000,4955.521894, 36 months,0.1496,173.23,D,D2,Campos Auto Body and Towing,2 years,RENT,30000,Not Verified,9-Dec,Charged Off,  586951 added on 12/07/09 > Taking a vacation<br/>,other,Personal,967xx,HI,24.4,1,2-Jan,0,23,,7,0,1451,46.80%,11,5678.04,5622.1,4385.65,1243.26,0,49.13,0.83,12-Dec,100,16-Oct
7000,7000,6955.824931, 36 months,0.1496,242.52,D,D2,NJ dept of corrections,10+ years,MORTGAGE,43800,Not Verified,9-Dec,Charged Off,,debt_consolidation,consolidate my loans,083xx,NJ,12.66,0,Jul-95,1,32,,14,0,3294,70.10%,30,4327.54,4284.02,2775.96,1361.67,0,189.91,2.11,11-Aug,100.98,19-Mar
18000,18000,17850, 36 months,0.1322,608.42,C,C2,State of Delaware,7 years,MORTGAGE,47682,Verified,9-Dec,Charged Off," 585355 added on 12/04/09 > I also make $5,050 in supplemental income working in the summer.  I make minimal extra money throughout the school year as a substitute in the afterschool program.  A low-ball figure of my yearly earnings is $52,732 (or $4394/mo.)  My fiance and I both have mortgages.  His child support and new car payment (to replace a car that no longer ran), have recently increased our monthly payments to a point where we have had to rely on credit cards for necessities so that we can put all of our income towards staying current on bill payments.  Therefore, I have an uncomfortable amount of debt right now which is making it difficult for me to qualify for the loan I need to rid myself of my mortgage payment (the only reasonable offer I have received on my house, which is an offer I would like to take to vastly lower our monthly payments, would require me to pay $17,000 at closing to cover the difference to my mortgage company and closing costs.)  I have wonderful credit other than my debt-to-income ratio because I am timely with my payments, and I just need a company to take into consideration that I will be relieving myself of $158,000 worth of debt if I qualify for this personal loan to allow me to sell my house.  I realize that a personal loan of this size would typically require collateral, such as the house which I am hoping to sell, but I hope that there can be some consideration in this matter also.  I am basically caught in a catch 22 because if I don't qualify for the personal loan and have to keep my house longer, my debt will continue to accrue thus making it even less likely that I will ever qualify for the loan due to my debt-to-income ratio; meanwhile, the housing market is continuing to dwindle, making it more likely that I will not get any better offers on my house.  And finally, I would also like to add that I have been employed as a teacher with the State of Delaware for 7+ years now and I will be completing my Masters degree in December so my income will continue to increase.<br/> 585355 added on 12/05/09 > I was able to negotiate with the buyers so they are trying to fund $4000 more of the mortgage.  Therefore, hopefully if they are able to get approval, I will only need $14,000 to cover the closing costs, transfer tax, and difference.<br/>",other,Paying Difference on Mortgage in Order to Sell House for Less than I owe,199xx,DE,12.33,0,Apr-99,1,,,3,0,4646,55.20%,30,4258.94,4223.46,2962.39,1289.41,0,7.14,0,10-Jul,608.42,19-Mar
4900,4900,4875, 36 months,0.1322,165.63,C,C2,M.A.R.S,< 1 year,OWN,36000,Not Verified,9-Dec,Charged Off,  585272 added on 12/04/09 > i really need to pay my lawyer so he willl help me settle some traffic tickets  i have recived<br/> 585272 added on 12/04/09 > i really need to pay my lawyer so he willl help me settle some traffic tickets  i have recived<br/> 585272 added on 12/04/09 > i work very hard at work and make a very good weekly paycheck  these tickets came out of no where and i did not have money in my budget plan to pay them off in the time i need to.  I have always been great with paying my car payments on time.  thank you very much<br/> 585272 added on 12/08/09 > I would like to thank everyone that has invested in my loan.  It means alot to me. Once again thank u.        Galen<br/>,other,Lawyer payoff,128xx,NY,19.53,0,5-Sep,0,,,7,0,5948,48.80%,10,5037.98,5012.28,0,0,0,5037.98,1762.81,,0,19-Mar
5000,5000,5000, 36 months,0.1148,164.85,B,B2,Colorado Education Assocation,10+ years,MORTGAGE,58000,Not Verified,9-Dec,Charged Off, 585065 added on 12/04/09 > I want to pay off some bills which will in turn free up some money and make it easier to budget my money.  I have been at my job for 20 years and plan to retire from this company in 4-5 years.  I just want to eliminate my debt before I retire and this loan would help me do that.  Once this loan is paid off I won't have any more debt.  I make decent money and am very stable at my job - no chance of lay-offs.<br/>,debt_consolidation,Make it a Merrier Christmas,801xx,CO,8.67,0,Sep-95,0,,97,9,1,1885,19.60%,20,4071.72,4071.72,3141.69,929.66,0,0.37,0,12-May,169.07,18-Aug
2500,2500,2425, 36 months,0.1218,83.25,B,B4,State Of Colorado,7 years,MORTGAGE,44340,Not Verified,9-Dec,Charged Off,  584213 added on 12/04/09 > I work for the Division Of Youth Corrections and my job for the State Of Colorado is very secure and my wages are excellent. I have a good credit score and I'm never late or miss payments.<br/>,other,Home Improvement,815xx,CO,22.41,0,Dec-97,1,43,,9,0,14589,34.90%,18,1180.5,1145.14,848.25,317.06,14.99090909,0.2,0,11-Mar,84.46,19-Mar
6000,6000,5725, 36 months,0.1183,198.81,B,B3,,< 1 year,MORTGAGE,60000,Not Verified,9-Dec,Charged Off, 583713 added on 12/03/09 > Please help with this loan. my 18 yr old son was almost killed in a car accident and i am trying to pay off debt with this. it would greatly help me and my family to pay off his medical bills.<br/>,medical,loan,318xx,GA,18.82,0,Feb-96,1,,,9,0,15638,93.10%,34,994.05,948.45,709.84,280.96,0,3.25,0,10-May,198.81,19-Mar
3500,3500,3500, 36 months,0.0894,111.21,A,A5,Case Design and Project Management,2 years,MORTGAGE,48000,Not Verified,9-Dec,Charged Off,  583917 added on 12/02/09 > Aid for Legal Services<br/>,other,Legal Services,982xx,WA,15.8,0,Apr-99,0,,,6,0,10659,76.40%,15,1223.31,1223.31,969.74,250.49,0,3.08,0,10-Nov,111.21,18-Jan
3000,3000,3000, 36 months,0.1183,99.41,B,B3,cnusd,7 years,RENT,80400,Not Verified,9-Dec,Charged Off, ,other,Teacher Loan,928xx,CA,23.67,0,Sep-89,3,80,,8,0,17829,66.30%,33,994.1,994.1,726.97,262.83,0,4.3,0,10-Nov,99.41,19-Mar
2400,2400,2300, 36 months,0.1392,81.93,C,C4,,< 1 year,RENT,26400,Not Verified,9-Dec,Charged Off,"  582986 added on 12/02/09 > Debt consolidation<br/> 582986 added on 12/03/09 > unsecured loan. Retired, Pension<br/>",other,Unsecured loan,537xx,WI,21,0,Mar-89,1,,,4,0,6704,98.60%,17,1852.69,1775.43,1274.65,442.48,14.99540582,120.57,21.0888,11-Sep,81.93,19-Mar
5000,5000,4925, 36 months,0.1322,169.01,C,C2,Cycle of Success Institue,< 1 year,RENT,42000,Not Verified,9-Dec,Charged Off,  583426 added on 12/02/09 > Loan will be used to pay off my Line of Credit and reduce my interest rates<br/>,other,Debt Consoilidation,554xx,MN,13.49,0,Oct-00,0,,,4,0,14953,97.70%,14,5312.75,5233.07,462.81,212.55,0,4637.39,1622.92,10-Apr,169.01,19-Mar
21000,21000,20550.1443, 36 months,0.1392,716.88,C,C4,Sirah Contracting,6 years,OWN,68000,Verified,9-Dec,Charged Off,"  583207 added on 12/02/09 > My credit score is over 700 at Transunion and I pay all of my bills on time.  I have an $8,000 repair bill for my truck and figured I might as well do some consolidating while I'm borrowing.  You can trust me to repay the loan.<br/>",other,Truck Repair & Consolidation,300xx,GA,17.95,0,Jun-96,0,,,10,0,14533,80.70%,14,14243.23,13687.6,9985.22,3619.54,0,638.47,117.9018,11-Jul,716.88,16-Oct
